title,year,score,runtime,rating,genre,gross,director
"
327.
Aladdin
(1992)
",(1992),8,90 min,G,"
Animation, Adventure, Comedy            ","455,248","
    Directors:
Ron Clements, 
John Musker
| 
    Stars:
Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman
"
"
328.
The Mighty Ducks
(1992)
",(1992),6.5,104 min,PG,"
Comedy, Drama, Family            ","70,572","
    Director:
Stephen Herek
| 
    Stars:
Emilio Estevez, 
Joss Ackland, 
Lane Smith, 
Heidi Kling
"
"
329.
Honey, I Blew Up the Kid
(1992)
",(1992),4.9,89 min,PG,"
Adventure, Comedy, Family            ","46,268","
    Director:
Randal Kleiser
| 
    Stars:
Rick Moranis, 
Marcia Strassman, 
Robert Oliveri, 
Daniel Shalikar
"
"
330.
Newsies
(1992)
",(1992),6.9,121 min,PG,"
Drama, Family, History            ","22,198","
    Director:
Kenny Ortega
| 
    Stars:
Christian Bale, 
Bill Pullman, 
Robert Duvall, 
Ann-Margret
"
"
331.
Beauty and the Beast
(1991)
",(1991),8,84 min,G,"
Animation, Family, Fantasy            ","473,717","
    Directors:
Gary Trousdale, 
Kirk Wise
| 
    Stars:
Paige O'Hara, 
Robby Benson, 
Jesse Corti, 
Rex Everhart
"
"
332.
The Rocketeer
(1991)
",(1991),6.6,108 min,PG,"
Action, Adventure, Family            ","60,941","
    Director:
Joe Johnston
| 
    Stars:
Billy Campbell, 
Jennifer Connelly, 
Alan Arkin, 
Timothy Dalton
"
"
333.
Wild Hearts Can't Be Broken
(1991)
",(1991),7.2,88 min,G,"
Drama, Family, Romance            ","5,739","
    Director:
Steve Miner
| 
    Stars:
Gabrielle Anwar, 
Michael Schoeffling, 
Cliff Robertson, 
Dylan Kussman
"
"
334.
Perfect Harmony
(1991 TV Movie)
",(1991 TV Movie),7.3,93 min,NA,"
Drama, Family, Music            ",507,"
    Director:
Will Mackenzie
| 
    Stars:
Peter Scolari, 
Darren McGavin, 
Catherine Mary Stewart, 
Moses Gunn
"
"
335.
White Fang
(I) (1991)
",(I) (1991),6.7,107 min,PG,"
Adventure, Drama, Family            ","22,069","
    Director:
Randal Kleiser
| 
    Stars:
Ethan Hawke, 
Klaus Maria Brandauer, 
Jed, 
Seymour Cassel
"
"
336.
A Mom for Christmas
(1990 TV Movie)
",(1990 TV Movie),6.5,96 min,TV-G,"
Comedy, Family, Fantasy            ","1,213","
    Director:
George Miller
| 
    Stars:
Olivia Newton-John, 
Juliet Sorci, 
Doug Sheehan, 
Carmen Argenziano
"
"
337.
Polly: Comin' Home!
(1990 TV Movie)
",(1990 TV Movie),7.5,100 min,NA,"
Family, Musical            ",287,"
    Director:
Debbie Allen
| 
    Stars:
Keshia Knight Pulliam, 
Phylicia Rashad, 
Dorian Harewood, 
Barbara Montgomery
"
"
338.
The Rescuers Down Under
(1990)
",(1990),6.8,77 min,G,"
Animation, Adventure, Comedy            ","46,321","
    Directors:
Hendel Butoy, 
Mike Gabriel
| 
    Stars:
Bob Newhart, 
Eva Gabor, 
John Candy, 
Tristan Rogers
"
"
339.
DuckTales the Movie: Treasure of the Lost Lamp
(1990)
",(1990),6.8,74 min,G,"
Animation, Adventure, Comedy            ","28,368","
    Director:
Bob Hathcock
| 
    Stars:
Alan Young, 
Christopher Lloyd, 
Terence McGovern, 
Russi Taylor
"
"
340.
The Little Mermaid
(1989)
",(1989),7.6,83 min,G,"
Animation, Adventure, Family            ","285,967","
    Directors:
Ron Clements, 
John Musker
| 
    Stars:
Jodi Benson, 
Samuel E. Wright, 
Rene Auberjonois, 
Christopher Daniel Barnes
"
"
341.
Cheetah
(1989)
",(1989),5.9,83 min,G,"
Adventure, Drama, Family            ","1,156","
    Director:
Jeff Blyth
| 
    Stars:
Keith Coogan, 
Lucy Deakins, 
Colin Mothupi, 
Timothy Landfield
"
"
342.
Honey, I Shrunk the Kids
(1989)
",(1989),6.4,93 min,PG,"
Adventure, Comedy, Family            ","163,758","
    Director:
Joe Johnston
| 
    Stars:
Rick Moranis, 
Matt Frewer, 
Marcia Strassman, 
Kristine Sutherland
"
"
343.
Oliver & Company
(1988)
",(1988),6.6,74 min,G,"
Animation, Adventure, Comedy            ","52,056","
    Director:
George Scribner
| 
    Stars:
Joey Lawrence, 
Billy Joel, 
Cheech Marin, 
Richard Mulligan
"
"
344.
Student Exchange
(1987 TV Movie)
",(1987 TV Movie),6,88 min,NA,"
Comedy, Family, Romance            ",554,"
    Director:
Mollie Miller
| 
    Stars:
Todd Field, 
Viveka Davis, 
Gavin MacLeod, 
Mitchell Anderson
"
"
345.
Benji the Hunted
(1987)
",(1987),6.2,88 min,G,"
Adventure, Family            ","3,303","
    Director:
Joe Camp
| 
    Stars:
Red Steagall, 
Frank Inn, 
Benjean, 
Nancy Francis
"
"
346.
The Brave Little Toaster
(1987)
",(1987),7.2,90 min,G,"
Animation, Adventure, Family            ","27,350","
    Director:
Jerry Rees
| 
    Stars:
Jon Lovitz, 
Timothy Stack, 
Timothy E. Day, 
Thurl Ravenscroft
"
"
347.
The Christmas Star
(1986)
",(1986),6.1,94 min,TV-G,"
Drama, Family            ",793,"
    Director:
Alan Shapiro
| 
    Stars:
Edward Asner, 
Rene Auberjonois, 
Jim Metzler, 
Susan Tyrrell
"
"
348.
Flight of the Navigator
(1986)
",(1986),6.9,90 min,PG,"
Adventure, Comedy, Family            ","50,978","
    Director:
Randal Kleiser
| 
    Stars:
Joey Cramer, 
Paul Reubens, 
Cliff De Young, 
Veronica Cartwright
"
"
349.
The Parent Trap II
(1986 TV Movie)
",(1986 TV Movie),6,81 min,Not Rated,"
Comedy, Family            ","2,279","
    Director:
Ron Maxwell
| 
    Stars:
Hayley Mills, 
Tom Skerritt, 
Carrie Kei Heim, 
Bridgette Andersen
"
"
350.
The Great Mouse Detective
(1986)
",(1986),7.1,74 min,G,"
Animation, Adventure, Family            ","53,310","
    Directors:
Ron Clements, 
Burny Mattinson, 
David Michener, 
John Musker
| 
    Stars:
Vincent Price, 
Barrie Ingham, 
Val Bettin, 
Susanne Pollatschek
"
"
351.
One Magic Christmas
(1985)
",(1985),6.4,89 min,G,"
Family, Fantasy            ","4,281","
    Director:
Phillip Borsos
| 
    Stars:
Mary Steenburgen, 
Gary Basaraba, 
Harry Dean Stanton, 
Arthur Hill
"
"
352.
The Journey of Natty Gann
(1985)
",(1985),7,101 min,PG,"
Adventure, Family            ","6,698","
    Director:
Jeremy Kagan
| 
    Stars:
Meredith Salenger, 
John Cusack, 
Jed, 
Ray Wise
"
"
353.
The Black Cauldron
(1985)
",(1985),6.3,80 min,PG,"
Animation, Action, Adventure            ","39,750","
    Directors:
Ted Berman, 
Richard Rich
| 
    Stars:
Grant Bardsley, 
Freddie Jones, 
Susan Sheridan, 
Nigel Hawthorne
"
"
354.
Return to Oz
(1985)
",(1985),6.7,113 min,PG,"
Adventure, Family, Fantasy            ","29,787","
    Director:
Walter Murch
| 
    Stars:
Fairuza Balk, 
Nicol Williamson, 
Jean Marsh, 
Piper Laurie
"
"
355.
Where the Toys Come From
(1983 TV Movie)
",(1983 TV Movie),6,58 min,NA,"
Animation, Adventure, Family            ",156,"
    Director:
Theodore Thomas
| 
    Stars:
Sab Shimono, 
Erin Young, 
Jon Harvey, 
Larry Wright
"
"
356.
Never Cry Wolf
(1983)
",(1983),7.5,105 min,PG,"
Adventure, Drama            ","8,653","
    Director:
Carroll Ballard
| 
    Stars:
Charles Martin Smith, 
Brian Dennehy, 
Zachary Ittimangnaq, 
Samson Jorah
"
"
357.
Something Wicked This Way Comes
(1983)
",(1983),6.7,95 min,PG,"
Fantasy, Mystery, Thriller            ","10,414","
    Director:
Jack Clayton
| 
    Stars:
Mary Grace Canfield, 
Richard Davalos, 
Jake Dengel, 
Jack Dodson
"
"
358.
Tex
(1982)
",(1982),6.4,103 min,PG,"
Drama            ","2,404","
    Director:
Tim Hunter
| 
    Stars:
Matt Dillon, 
Jim Metzler, 
Meg Tilly, 
Bill McKinney
"
"
359.
Tron
(1982)
",(1982),6.7,96 min,PG,"
Action, Adventure, Sci-Fi            ","127,485","
    Director:
Steven Lisberger
| 
    Stars:
Jeff Bridges, 
Bruce Boxleitner, 
David Warner, 
Cindy Morgan
"
"
360.
Night Crossing
(1982)
",(1982),6.5,107 min,PG,"
Drama, Family, History            ","1,557","
    Director:
Delbert Mann
| 
    Stars:
John Hurt, 
Jane Alexander, 
Doug McKeon, 
Keith McKeon
"
"
361.
The Fox and the Hound
(1981)
",(1981),7.2,83 min,G,"
Animation, Adventure, Drama            ","99,978","
    Directors:
Ted Berman, 
Richard Rich, 
Art Stevens, 
David Hand, 
Wolfgang Reitherman
| 
    Stars:
Mickey Rooney, 
Kurt Russell, 
Pearl Bailey, 
Jack Albertson
"
"
362.
Condorman
(1981)
",(1981),5.7,90 min,PG,"
Action, Adventure, Comedy            ","5,313","
    Director:
Charles Jarrott
| 
    Stars:
Michael Crawford, 
Oliver Reed, 
Barbara Carrera, 
James Hampton
"
"
363.
The Great Muppet Caper
(1981)
",(1981),7.1,97 min,G,"
Adventure, Comedy, Crime            ","16,426","
    Director:
Jim Henson
| 
    Stars:
Jim Henson, 
Frank Oz, 
Dave Goelz, 
Jerry Nelson
"
"
364.
Amy
(1981)
",(1981),6.4,100 min,G,"
Drama, Family            ",563,"
    Director:
Vincent McEveety
| 
    Stars:
Jenny Agutter, 
Barry Newman, 
Kathleen Nolan, 
Chris Robinson
"
"
365.
The Devil and Max Devlin
(1981)
",(1981),5,96 min,PG,"
Comedy, Family, Fantasy            ","1,417","
    Director:
Steven Hilliard Stern
| 
    Stars:
Elliott Gould, 
Bill Cosby, 
Susan Anspach, 
Adam Rich
"
"
366.
The Last Flight of Noah's Ark
(1980)
",(1980),5.7,97 min,G,"
Adventure, Family            ","1,510","
    Director:
Charles Jarrott
| 
    Stars:
Elliott Gould, 
Geneviève Bujold, 
Ricky Schroder, 
Vincent Gardenia
"
"
367.
Herbie Goes Bananas
(1980)
",(1980),4.9,100 min,G,"
Adventure, Comedy, Family            ","6,146","
    Director:
Vincent McEveety
| 
    Stars:
Charles Martin Smith, 
Stephen W. Burns, 
Cloris Leachman, 
John Vernon
"
"
368.
The Watcher in the Woods
(1980)
",(1980),6.1,84 min,PG,"
Family, Horror, Mystery            ","6,893","
    Directors:
John Hough, 
Vincent McEveety
| 
    Stars:
Bette Davis, 
Lynn-Holly Johnson, 
Kyle Richards, 
Carroll Baker
"
"
369.
The Black Hole
(1979)
",(1979),5.9,98 min,PG,"
Action, Sci-Fi            ","27,446","
    Director:
Gary Nelson
| 
    Stars:
Maximilian Schell, 
Anthony Perkins, 
Robert Forster, 
Joseph Bottoms
"
"
370.
Unidentified Flying Oddball
(1979)
",(1979),5.2,93 min,G,"
Adventure, Comedy, Family            ","1,344","
    Director:
Russ Mayberry
| 
    Stars:
Dennis Dugan, 
Jim Dale, 
Ron Moody, 
Kenneth More
"
"
371.
The Apple Dumpling Gang Rides Again
(1979)
",(1979),6,88 min,G,"
Comedy, Family, Western            ","3,169","
    Director:
Vincent McEveety
| 
    Stars:
Tim Conway, 
Don Knotts, 
Tim Matheson, 
Kenneth Mars
"
"
372.
The Muppet Movie
(1979)
",(1979),7.6,95 min,G,"
Adventure, Comedy, Family            ","38,441","
    Director:
James Frawley
| 
    Stars:
Jim Henson, 
Frank Oz, 
Jerry Nelson, 
Richard Hunt
"
"
373.
The North Avenue Irregulars
(1979)
",(1979),6.7,100 min,G,"
Action, Comedy, Crime            ","1,328","
    Director:
Bruce Bilson
| 
    Stars:
Edward Herrmann, 
Barbara Harris, 
Susan Clark, 
Karen Valentine
"
"
374.
Hot Lead and Cold Feet
(1978)
",(1978),6,90 min,G,"
Comedy, Western            ","1,447","
    Director:
Robert Butler
| 
    Stars:
Jim Dale, 
Darren McGavin, 
Karen Valentine, 
Don Knotts
"
"
375.
The Cat from Outer Space
(1978)
",(1978),6,104 min,G,"
Comedy, Family, Sci-Fi            ","5,803","
    Director:
Norman Tokar
| 
    Stars:
Ken Berry, 
Sandy Duncan, 
Harry Morgan, 
Roddy McDowall
"
"
376.
Return from Witch Mountain
(1978)
",(1978),5.7,95 min,G,"
Adventure, Family, Fantasy            ","5,557","
    Director:
John Hough
| 
    Stars:
Bette Davis, 
Christopher Lee, 
Kim Richards, 
Ike Eisenmann
"
"
377.
Candleshoe
(1977)
",(1977),6.7,101 min,G,"
Adventure, Comedy, Drama            ","4,826","
    Director:
Norman Tokar
| 
    Stars:
Jodie Foster, 
David Niven, 
Helen Hayes, 
Leo McKern
"
"
378.
Pete's Dragon
(1977)
",(1977),6.3,128 min,G,"
Animation, Adventure, Comedy            ","26,130","
    Directors:
Don Chaffey, 
Don Bluth
| 
    Stars:
Sean Marshall, 
Helen Reddy, 
Jim Dale, 
Mickey Rooney
"
"
379.
Herbie Goes to Monte Carlo
(1977)
",(1977),5.6,105 min,G,"
Action, Adventure, Comedy            ","7,982","
    Director:
Vincent McEveety
| 
    Stars:
Dean Jones, 
Don Knotts, 
Julie Sommars, 
Jacques Marin
"
"
380.
The Rescuers
(1977)
",(1977),6.9,77 min,G,"
Animation, Adventure, Comedy            ","68,605","
    Directors:
John Lounsbery, 
Wolfgang Reitherman, 
Art Stevens
| 
    Stars:
Bob Newhart, 
Eva Gabor, 
Geraldine Page, 
Joe Flynn
"
"
381.
The Many Adventures of Winnie the Pooh
(1977)
",(1977),7.5,74 min,G,"
Animation, Comedy, Family            ","39,058","
    Directors:
John Lounsbery, 
Wolfgang Reitherman, 
Ben Sharpsteen
| 
    Stars:
Sebastian Cabot, 
Junius Matthews, 
Barbara Luddy, 
Howard Morris
"
"
382.
Freaky Friday
(1976)
",(1976),6.3,95 min,G,"
Comedy, Family, Fantasy            ","13,799","
    Director:
Gary Nelson
| 
    Stars:
Barbara Harris, 
Jodie Foster, 
John Astin, 
Patsy Kelly
"
"
383.
The Shaggy D.A.
(1976)
",(1976),5.8,91 min,G,"
Comedy, Family, Fantasy            ","3,313","
    Director:
Robert Stevenson
| 
    Stars:
Dean Jones, 
Suzanne Pleshette, 
Tim Conway, 
Keenan Wynn
"
"
384.
Gus
(1976)
",(1976),5.7,96 min,Passed,"
Comedy, Family, Sport            ","2,115","
    Director:
Vincent McEveety
| 
    Stars:
Edward Asner, 
Don Knotts, 
Gary Grimes, 
Tim Conway
"
"
385.
Treasure of Matecumbe
(1976)
",(1976),6.1,117 min,G,"
Adventure, Drama, Family            ",959,"
    Director:
Vincent McEveety
| 
    Stars:
Robert Foxworth, 
Joan Hackett, 
Peter Ustinov, 
Vic Morrow
"
"
386.
No Deposit, No Return
(1976)
",(1976),6.3,112 min,G,"
Comedy, Family            ","1,658","
    Director:
Norman Tokar
| 
    Stars:
David Niven, 
Darren McGavin, 
Don Knotts, 
Herschel Bernardi
"
"
387.
Ride a Wild Pony
(1975)
",(1975),6,91 min,G,"
Adventure, Family            ",231,"
    Director:
Don Chaffey
| 
    Stars:
Michael Craig, 
John Meillon, 
Robert Bettles, 
Eva Griffith
"
"
388.
One of Our Dinosaurs Is Missing
(1975)
",(1975),5.9,94 min,G,"
Adventure, Comedy, Family            ","1,895","
    Director:
Robert Stevenson
| 
    Stars:
Peter Ustinov, 
Helen Hayes, 
Derek Nimmo, 
Hugh Burden
"
"
389.
The Apple Dumpling Gang
(1975)
",(1975),6.4,100 min,G,"
Comedy, Family, Western            ","6,409","
    Director:
Norman Tokar
| 
    Stars:
Bill Bixby, 
Susan Clark, 
Don Knotts, 
Tim Conway
"
"
390.
Escape to Witch Mountain
(1975)
",(1975),6.3,97 min,G,"
Adventure, Family, Fantasy            ","11,150","
    Director:
John Hough
| 
    Stars:
Eddie Albert, 
Ray Milland, 
Donald Pleasence, 
Kim Richards
"
"
391.
The Strongest Man in the World
(1975)
",(1975),5.9,92 min,G,"
Comedy, Family, Sci-Fi            ","3,643","
    Director:
Vincent McEveety
| 
    Stars:
Kurt Russell, 
Joe Flynn, 
Eve Arden, 
Cesar Romero
"
"
392.
The Island at the Top of the World
(1974)
",(1974),6.2,93 min,G,"
Adventure, Family, Fantasy            ","3,091","
    Director:
Robert Stevenson
| 
    Stars:
David Hartman, 
Donald Sinden, 
Jacques Marin, 
Mako
"
"
393.
The Castaway Cowboy
(1974)
",(1974),5.8,91 min,G,"
Comedy, Family, Western            ",868,"
    Director:
Vincent McEveety
| 
    Stars:
James Garner, 
Vera Miles, 
Robert Culp, 
Eric Shea
"
"
394.
The Bears and I
(1974)
",(1974),6.1,89 min,G,"
Adventure, Drama, Family            ",554,"
    Director:
Bernard McEveety
| 
    Stars:
Patrick Wayne, 
Chief Dan George, 
Andrew Duggan, 
Michael Ansara
"
"
395.
Herbie Rides Again
(1974)
",(1974),5.7,88 min,Passed,"
Comedy, Family, Fantasy            ","8,675","
    Director:
Robert Stevenson
| 
    Stars:
Helen Hayes, 
Ken Berry, 
Stefanie Powers, 
John McIntire
"
"
396.
Superdad
(1973)
",(1973),5.1,96 min,G,"
Comedy, Family            ",837,"
    Director:
Vincent McEveety
| 
    Stars:
Bob Crane, 
Kurt Russell, 
Barbara Rush, 
Joe Flynn
"
"
397.
Robin Hood
(1973)
",(1973),7.5,83 min,G,"
Animation, Adventure, Comedy            ","136,363","
    Directors:
Wolfgang Reitherman, 
David Hand
| 
    Stars:
Brian Bedford, 
Phil Harris, 
Roger Miller, 
Peter Ustinov
"
"
398.
One Little Indian
(1973)
",(1973),6.1,90 min,G,"
Comedy, Family, Western            ",710,"
    Director:
Bernard McEveety
| 
    Stars:
James Garner, 
Vera Miles, 
Pat Hingle, 
Morgan Woodward
"
"
399.
Charley and the Angel
(1973)
",(1973),6,93 min,G,"
Comedy, Family, Fantasy            ",630,"
    Director:
Vincent McEveety
| 
    Stars:
Fred MacMurray, 
Cloris Leachman, 
Harry Morgan, 
Kurt Russell
"
"
400.
The World's Greatest Athlete
(1973)
",(1973),5.6,93 min,G,"
Comedy, Family, Romance            ","1,697","
    Director:
Robert Scheerer
| 
    Stars:
John Amos, 
Jan-Michael Vincent, 
Tim Conway, 
Roscoe Lee Browne
"
"
401.
Snowball Express
(1972)
",(1972),6.3,93 min,G,"
Comedy, Family            ","1,997","
    Director:
Norman Tokar
| 
    Stars:
Dean Jones, 
Nancy Olson, 
Harry Morgan, 
Keenan Wynn
"
"
402.
Now You See Him, Now You Don't
(1972)
",(1972),6.2,88 min,G,"
Comedy, Family, Sci-Fi            ","2,256","
    Director:
Robert Butler
| 
    Stars:
Kurt Russell, 
Cesar Romero, 
Joe Flynn, 
Jim Backus
"
"
403.
Napoleon and Samantha
(1972)
",(1972),6,92 min,G,"
Adventure, Drama            ","1,070","
    Director:
Bernard McEveety
| 
    Stars:
Michael Douglas, 
Jodie Foster, 
Johnny Whitaker, 
Will Geer
"
"
404.
The Biscuit Eater
(1972)
",(1972),5.7,90 min,G,"
Adventure, Drama, Family            ",518,"
    Director:
Vincent McEveety
| 
    Stars:
Earl Holliman, 
Pat Crowley, 
Lew Ayres, 
Godfrey Cambridge
"
"
405.
Bedknobs and Broomsticks
(1971)
",(1971),7,117 min,G,"
Animation, Adventure, Comedy            ","40,150","
    Directors:
Robert Stevenson, 
Ward Kimball
| 
    Stars:
Angela Lansbury, 
David Tomlinson, 
Roddy McDowall, 
Sam Jaffe
"
"
406.
The Million Dollar Duck
(1971)
",(1971),5.7,89 min,G,"
Comedy, Family, Sci-Fi            ","2,617","
    Director:
Vincent McEveety
| 
    Stars:
Dean Jones, 
Sandy Duncan, 
Joe Flynn, 
Tony Roberts
"
"
407.
Scandalous John
(1971)
",(1971),5.8,113 min,G,"
Comedy, Drama, Family            ",170,"
    Director:
Robert Butler
| 
    Stars:
Brian Keith, 
Alfonso Arau, 
Michele Carey, 
Rick Lenz
"
"
408.
The Barefoot Executive
(1971)
",(1971),5.9,96 min,G,"
Comedy, Family            ","2,023","
    Director:
Robert Butler
| 
    Stars:
Kurt Russell, 
Joe Flynn, 
Harry Morgan, 
Wally Cox
"
"
409.
The Wild Country
(1970)
",(1970),6.2,100 min,G,"
Action, Adventure, Comedy            ",341,"
    Director:
Robert Totten
| 
    Stars:
Steve Forrest, 
Vera Miles, 
Ron Howard, 
Clint Howard
"
"
410.
The Boatniks
(1970)
",(1970),5.5,99 min,G,"
Comedy, Family            ",839,"
    Director:
Norman Tokar
| 
    Stars:
Robert Morse, 
Stefanie Powers, 
Phil Silvers, 
Norman Fell
"
"
411.
King of the Grizzlies
(1970)
",(1970),5.6,93 min,G,"
Family, Western            ",201,"
    Director:
Ron Kelly
| 
    Stars:
John Yesno, 
Chris Wiggins, 
Hugh Webster, 
Jack Van Evera
"
"
412.
The Computer Wore Tennis Shoes
(1969)
",(1969),5.9,91 min,G,"
Comedy, Family, Sci-Fi            ","5,796","
    Director:
Robert Butler
| 
    Stars:
Kurt Russell, 
Cesar Romero, 
Joe Flynn, 
William Schallert
"
"
413.
Rascal
(1969)
",(1969),6.4,85 min,G,"
Drama, Family            ",516,"
    Director:
Norman Tokar
| 
    Stars:
Steve Forrest, 
Bill Mumy, 
Pamela Toll, 
Elsa Lanchester
"
"
414.
The Love Bug
(1969)
",(1969),6.5,108 min,G,"
Comedy, Family, Sport            ","17,200","
    Director:
Robert Stevenson
| 
    Stars:
Dean Jones, 
Michele Lee, 
David Tomlinson, 
Buddy Hackett
"
"
415.
Do Dooni Char
(1968)
",(1968),7.3,135 min,NA,"
Comedy, Drama            ",74,"
    Director:
Debu Sen
| 
    Stars:
Kishore Kumar, 
Asit Kumar Sen, 
Surekha, 
Tanuja Samarth
"
"
416.
The Horse in the Gray Flannel Suit
(1968)
",(1968),6.3,113 min,G,"
Comedy, Drama, Family            ","1,110","
    Director:
Norman Tokar
| 
    Stars:
Dean Jones, 
Diane Baker, 
Lloyd Bochner, 
Fred Clark
"
"
417.
Never a Dull Moment
(1968)
",(1968),6,99 min,G,"
Comedy, Crime, Family            ",781,"
    Director:
Jerry Paris
| 
    Stars:
Dick Van Dyke, 
Edward G. Robinson, 
Dorothy Provine, 
Henry Silva
"
"
418.
The One and Only, Genuine, Original Family Band
(1968)
",(1968),6.3,110 min,Passed,"
Comedy, Drama, Family            ","1,025","
    Director:
Michael O'Herlihy
| 
    Stars:
Walter Brennan, 
Buddy Ebsen, 
Lesley Ann Warren, 
John Davidson
"
"
419.
Blackbeard's Ghost
(1968)
",(1968),6.8,106 min,Approved,"
Comedy, Family, Fantasy            ","6,612","
    Director:
Robert Stevenson
| 
    Stars:
Peter Ustinov, 
Dean Jones, 
Suzanne Pleshette, 
Elsa Lanchester
"
"
420.
The Happiest Millionaire
(1967)
",(1967),6.5,141 min,Approved,"
Comedy, Family, Musical            ","2,369","
    Director:
Norman Tokar
| 
    Stars:
Fred MacMurray, 
Tommy Steele, 
Greer Garson, 
Gladys Cooper
"
"
421.
The Jungle Book
(1967)
",(1967),7.6,78 min,G,"
Animation, Adventure, Comedy            ","195,202","
    Director:
Wolfgang Reitherman
| 
    Stars:
Phil Harris, 
Sebastian Cabot, 
Louis Prima, 
Bruce Reitherman
"
"
422.
Charlie, the Lonesome Cougar
(1967)
",(1967),6.7,75 min,Approved,"
Adventure, Family            ",925,"
    Director:
Winston Hibler
| 
    Stars:
Ron Brown, 
Brian Russell, 
Linda Wallace, 
Jim Wilson
"
"
423.
The Gnome-Mobile
(1967)
",(1967),6.4,84 min,Approved,"
Adventure, Family, Fantasy            ","2,382","
    Director:
Robert Stevenson
| 
    Stars:
Walter Brennan, 
Matthew Garber, 
Karen Dotrice, 
Richard Deacon
"
"
424.
The Adventures of Bullwhip Griffin
(1967)
",(1967),6.4,108 min,Approved,"
Action, Adventure, Comedy            ","1,260","
    Director:
James Neilson
| 
    Stars:
Roddy McDowall, 
Suzanne Pleshette, 
Karl Malden, 
Harry Guardino
"
"
425.
Monkeys, Go Home!
(1967)
",(1967),5.7,101 min,Passed,"
Comedy, Family            ",576,"
    Director:
Andrew V. McLaglen
| 
    Stars:
Maurice Chevalier, 
Dean Jones, 
Yvette Mimieux, 
Bernard Woringer
"
"
426.
The Fighting Prince of Donegal
(1966)
",(1966),6,110 min,Not Rated,"
Adventure, Biography, Family            ",424,"
    Director:
Michael O'Herlihy
| 
    Stars:
Peter McEnery, 
Susan Hampshire, 
Tom Adams, 
Gordon Jackson
"
"
427.
Follow Me, Boys!
(1966)
",(1966),7.1,131 min,Approved,"
Drama, Family            ","2,568","
    Director:
Norman Tokar
| 
    Stars:
Fred MacMurray, 
Vera Miles, 
Lillian Gish, 
Charles Ruggles
"
"
428.
Lt. Robin Crusoe, U.S.N.
(1966)
",(1966),5.8,110 min,G,"
Adventure, Comedy, Family            ","1,531","
    Director:
Byron Paul
| 
    Stars:
Dick Van Dyke, 
Nancy Kwan, 
Akim Tamiroff, 
Arthur Malet
"
"
429.
The Ugly Dachshund
(1966)
",(1966),6.5,93 min,Not Rated,"
Comedy, Family            ","4,573","
    Director:
Norman Tokar
| 
    Stars:
Dean Jones, 
Suzanne Pleshette, 
Charles Ruggles, 
Kelly Thordsen
"
"
430.
That Darn Cat!
(1965)
",(1965),6.7,116 min,Approved,"
Comedy, Crime, Family            ","7,684","
    Director:
Robert Stevenson
| 
    Stars:
Hayley Mills, 
Dean Jones, 
Dorothy Provine, 
Roddy McDowall
"
"
431.
The Monkey's Uncle
(1965)
",(1965),5.9,91 min,G,"
Comedy, Family, Sci-Fi            ",977,"
    Director:
Robert Stevenson
| 
    Stars:
Tommy Kirk, 
Annette Funicello, 
Leon Ames, 
Arthur O'Connell
"
"
432.
Those Calloways
(1965)
",(1965),6.5,131 min,Approved,"
Adventure, Drama, Family            ",816,"
    Director:
Norman Tokar
| 
    Stars:
Brian Keith, 
Vera Miles, 
Brandon De Wilde, 
Walter Brennan
"
"
433.
Emil and the Detectives
(1964)
",(1964),6.1,99 min,Approved,"
Comedy, Crime, Drama            ",805,"
    Director:
Peter Tewksbury
| 
    Stars:
Walter Slezak, 
Bryan Russell, 
Roger Mobley, 
Heinz Schubert
"
"
434.
Mary Poppins
(1964)
",(1964),7.8,139 min,G,"
Comedy, Family, Fantasy            ","182,616","
    Director:
Robert Stevenson
| 
    Stars:
Julie Andrews, 
Dick Van Dyke, 
David Tomlinson, 
Glynis Johns
"
"
435.
The Moon-Spinners
(1964)
",(1964),6.5,118 min,G,"
Adventure, Family, Mystery            ","2,961","
    Director:
James Neilson
| 
    Stars:
Hayley Mills, 
Eli Wallach, 
Pola Negri, 
Peter McEnery
"
"
436.
A Tiger Walks
(1964)
",(1964),6.2,91 min,Approved,"
Drama, Family            ",392,"
    Director:
Norman Tokar
| 
    Stars:
Brian Keith, 
Vera Miles, 
Pamela Franklin, 
Sabu
"
"
437.
The Misadventures of Merlin Jones
(1964)
",(1964),6.2,91 min,Approved,"
Comedy, Family, Sci-Fi            ",843,"
    Director:
Robert Stevenson
| 
    Stars:
Tommy Kirk, 
Annette Funicello, 
Leon Ames, 
Stuart Erwin
"
"
438.
The Sword in the Stone
(1963)
",(1963),7.1,79 min,G,"
Animation, Adventure, Comedy            ","104,694","
    Directors:
Wolfgang Reitherman, 
Clyde Geronimi, 
David Hand
| 
    Stars:
Rickie Sorensen, 
Sebastian Cabot, 
Karl Swenson, 
Junius Matthews
"
"
439.
The Three Lives of Thomasina
(1963)
",(1963),7.2,97 min,PG,"
Drama, Family            ","2,550","
    Director:
Don Chaffey
| 
    Stars:
Patrick McGoohan, 
Susan Hampshire, 
Laurence Naismith, 
Jean Anderson
"
"
440.
The Incredible Journey
(1963)
",(1963),7,80 min,G,"
Adventure, Drama, Family            ","5,116","
    Director:
Fletcher Markle
| 
    Stars:
Émile Genest, 
John Drainie, 
Tommy Tweed, 
Sandra Scott
"
